sex,height,weight
1,74.74,262.17
1,75.80,214.54
1,75.13,208.30
2,69.40,182.00
2,59.83,116.36
2,66.24,130.23
1,68.76,140.64
2,64.90,209.91
2,63.15,179.30
1,67.32,139.59
1,73.14,143.98
2,66.49,160.16
2,61.24,148.45
2,67.47,156.94
1,68.31,140.45
1,76.31,254.72
1,68.35,137.60
1,76.16,264.25
1,66.63,223.93
2,67.60,250.49
2,67.49,251.32
2,68.97,148.62
2,63.73,208.29
2,59.34,123.27
2,65.01,160.76
1,71.94,194.75
1,70.36,252.48
2,62.40,133.32
2,63.37,134.97
2,63.04,142.41
1,69.21,171.16
2,64.15,122.21
2,65.01,230.36
1,69.29,171.43
2,65.76,219.87
1,74.15,183.59
1,69.40,187.47
2,64.86,147.23
1,71.75,262.33
1,67.13,190.64
1,71.42,190.42
1,66.91,226.34
2,68.67,156.41
1,68.52,161.37
2,64.29,121.81
1,66.85,185.06
1,69.97,195.14
2,64.94,178.05
2,63.04,143.06
2,61.72,156.79
2,62.94,197.99
2,62.77,191.53
1,64.37,166.38
2,63.33,129.58
1,72.07,224.90
1,66.80,217.97
1,70.56,196.09
2,64.63,129.56
2,61.92,145.84
2,64.64,172.81
1,72.76,257.91
2,64.41,167.75
2,58.91,197.28
2,62.86,203.02
2,69.86,118.92
2,63.00,159.34
2,63.16,169.42
1,71.60,192.84
1,74.53,184.82
1,67.63,193.84
2,67.13,163.78
1,73.88,277.47
1,65.33,188.53
1,70.42,262.96
2,65.37,113.57
2,66.65,130.71
2,67.35,156.36
2,59.02,135.36
1,71.10,189.11
1,67.92,182.51
2,60.68,97.77
1,71.76,240.87
2,65.04,143.46
2,63.25,122.27
2,68.50,199.65
1,70.01,154.36
2,68.11,155.26
2,64.68,129.38
1,75.32,187.37
2,59.80,127.64
2,65.43,167.44
2,64.21,153.21
1,66.85,216.43
1,70.95,200.27
1,69.04,184.41
2,75.33,202.55
2,62.84,141.64
1,71.84,187.20
1,74.27,187.82
1,61.35,165.19
2,69.69,129.97
2,61.73,146.22
2,62.51,120.83
2,59.09,122.41
1,74.28,194.36
1,75.31,261.30
1,75.10,207.78
2,63.50,260.70
2,61.25,200.70
2,71.06,190.69
2,65.18,153.63
1,77.07,206.29
1,74.58,233.10
1,71.84,172.31
1,65.04,269.42
2,66.11,180.35
1,68.62,199.43
2,63.42,161.96
2,65.16,155.20
2,61.96,186.62
2,63.05,202.32
1,72.72,195.06
2,63.24,96.59
2,70.22,232.53
2,64.74,129.25
1,71.38,191.88
2,62.33,134.05
1,69.28,152.08
2,65.32,138.90
2,68.79,200.37
1,70.20,167.39
2,61.47,160.22
1,69.34,230.33
2,65.26,148.06
2,62.52,253.10
2,62.84,116.24
2,56.34,158.41
2,64.72,181.98
1,65.58,139.97
1,73.23,171.45
2,69.46,146.77
1,69.13,197.08
2,66.11,189.31
2,69.81,159.95
2,65.61,137.05
2,64.73,139.80
2,62.67,145.47
1,70.62,180.45
1,66.74,161.14
2,66.55,137.23
2,61.35,129.39
1,67.41,157.75
1,68.32,203.54
1,66.67,163.76
1,67.80,191.68
2,59.66,168.67
2,59.61,129.95
2,70.23,220.51
2,65.88,134.17
1,74.29,183.55
2,67.32,160.86
1,72.50,156.69
1,67.95,184.53
2,62.69,185.78
2,64.77,158.53
1,69.72,164.08
2,63.63,152.33
1,71.25,214.64
1,72.87,241.78
1,74.73,248.86
1,68.54,194.73
2,63.41,105.21
1,68.78,162.90
1,72.13,236.76
2,63.78,160.72
1,69.18,214.26
2,64.69,164.82
2,63.57,179.90
2,63.89,149.59
1,71.70,184.57
2,64.79,151.20
1,70.66,180.56
2,64.28,184.40
1,65.99,163.98
1,71.63,220.97
1,68.47,226.34
1,68.71,219.64
1,73.18,200.34
1,66.96,180.95
1,75.17,274.86
1,75.29,178.70
1,66.09,169.94
2,64.14,169.50
1,73.11,252.10
1,69.92,228.41
2,62.64,219.74
1,70.89,150.87
1,72.97,190.99
1,66.94,200.38
1,68.14,155.29
2,62.19,148.90
2,62.41,124.16
2,63.69,175.48
1,67.89,148.30
2,70.90,179.74
2,66.08,115.45
2,66.35,115.34
1,68.46,152.01
1,71.14,152.84
2,67.87,202.86
1,69.87,178.55
1,69.20,152.92
1,70.17,207.41
2,61.14,140.00
1,73.18,170.56
1,74.09,177.80
2,69.02,254.73
2,68.44,192.66
1,72.87,205.38
1,71.97,176.87
2,63.43,148.41
2,67.36,188.03
2,60.68,195.21
2,60.36,110.25
1,65.37,206.71
1,70.18,192.95
1,67.67,191.34
2,64.67,118.58
2,68.22,151.03
1,71.28,235.00
2,64.64,186.94
2,62.58,103.31
1,66.95,175.06
1,68.99,267.49
1,64.25,165.22
1,63.86,216.80
1,69.53,214.45
1,70.98,171.52
2,61.57,153.22
1,65.47,209.80
1,67.54,179.17
2,61.09,128.51
1,70.28,168.07
2,67.59,153.71
1,73.30,268.94
2,66.22,219.27
2,66.40,188.78
1,72.71,174.30
1,70.39,163.11
2,61.87,182.21
2,64.19,106.75
1,70.56,169.61
2,65.77,212.21
2,58.21,162.04
1,72.97,218.72
1,73.10,215.41
1,69.94,200.90
1,71.81,156.31
2,63.19,128.78
2,69.38,161.35
2,61.84,110.87
2,66.25,126.58
2,60.39,135.18
1,66.75,200.79
2,60.44,137.48
1,67.50,137.49
1,69.64,201.63
1,70.55,179.56
2,64.05,165.06
2,66.11,134.65
2,67.21,137.02
1,67.23,160.62
2,63.86,161.69
2,65.24,177.24
2,65.78,252.07
2,62.23,129.60
1,65.53,162.59
1,68.23,195.83
2,70.54,187.66
1,75.27,222.45
1,68.24,158.79
1,71.51,212.77
2,65.40,159.25
1,75.72,231.95
1,68.88,214.52
2,62.15,141.95
1,64.94,177.41
1,65.84,184.20
2,69.16,221.37
1,68.82,212.80
2,61.00,157.64
1,72.52,249.72
2,62.03,143.12
2,60.58,247.11
2,57.16,126.78
1,68.35,178.89
1,74.73,173.78
1,70.77,192.67
1,69.82,180.15
2,66.28,186.64
2,63.34,134.22
1,71.50,238.63
2,66.90,191.93
2,72.10,193.66
2,68.36,122.20
2,60.31,135.55
1,73.58,291.12
1,72.21,239.39
1,69.83,189.56
2,67.11,143.78
1,67.80,163.08
1,71.93,199.06
2,59.01,121.74
2,60.98,109.11
1,70.10,172.79
1,71.52,230.37
2,67.23,255.46
1,72.93,181.18
1,69.49,178.14
2,60.95,219.45
1,72.41,198.63
1,64.40,161.81
1,75.94,197.86
2,65.08,138.38
1,64.93,154.06
2,67.31,131.44
1,71.43,207.82
1,73.94,172.57
2,66.26,133.17
1,74.26,182.68
1,68.98,177.16
2,70.34,169.46
1,75.68,240.47
2,64.03,131.31
2,67.07,115.56
2,68.61,200.78
1,69.42,222.60
1,71.76,187.63
2,66.61,193.20
2,62.35,169.59
2,61.87,128.88
2,62.93,124.30
1,69.11,143.31
2,65.05,178.98
2,62.34,151.49
1,70.48,149.38
1,73.45,164.64
2,71.33,147.49
1,74.66,167.93
2,64.02,110.19
1,74.59,191.49
2,61.77,161.71
1,66.30,219.85
2,59.14,108.85
1,72.81,202.25
1,72.73,206.62
2,66.48,149.08
1,64.39,181.40
1,72.31,202.58
1,74.32,225.23
2,66.36,157.38
1,71.80,193.75
1,66.74,197.06
2,66.88,128.89
1,76.42,145.40
2,65.21,136.00
2,61.36,117.78
2,64.69,143.98
1,61.89,147.44
1,72.36,240.69
2,69.13,136.88
2,59.31,129.70
2,66.32,144.43
2,56.18,176.31
2,69.83,157.58
2,58.95,125.45
2,63.74,234.73
1,72.77,225.68
2,65.78,158.29
2,58.56,134.49
1,72.02,206.34
1,72.46,218.20
1,67.53,138.25
2,64.23,143.69
2,60.34,116.91
2,64.06,109.42
2,67.26,210.24
1,73.83,239.61
2,66.26,179.77
2,65.02,100.22
2,66.06,170.39
2,62.88,230.15
1,65.90,213.47
2,64.36,138.44
2,61.52,137.59
1,62.45,158.48
1,68.16,178.00
2,66.92,150.05
2,58.27,121.11
1,74.65,272.59
1,67.34,154.32
2,65.04,151.53
2,65.43,250.72
1,69.73,170.45
1,64.11,134.70
2,60.56,154.40
2,62.14,172.35
2,65.20,159.81
1,70.29,198.62
2,63.32,111.21
2,61.74,96.69
1,64.74,180.91
1,70.53,172.58
2,68.06,124.21
2,61.48,126.80
2,68.17,231.63
2,66.82,150.11
1,65.95,144.96
2,59.42,114.14
2,66.06,134.23
2,62.77,166.82
1,75.51,132.62
1,68.80,189.15
1,74.94,179.92
1,67.19,168.05
2,68.63,212.37
1,66.19,170.03
2,64.15,219.00
2,65.53,153.92
2,59.19,161.19
1,66.05,158.28
2,59.93,170.89
1,62.20,133.42
1,73.10,175.49
2,71.84,169.36
1,66.69,139.27
1,67.41,215.09
2,63.15,100.89
1,69.49,267.21
2,69.31,170.37
1,72.79,232.50
2,61.22,150.26
2,67.24,128.28
1,70.79,221.52
2,66.61,198.65
2,66.16,143.49
2,67.46,196.77
1,72.85,168.33
2,67.58,222.37
2,65.94,179.84
2,66.95,200.67
2,60.34,138.64
2,62.62,141.11
2,66.33,198.69
2,69.64,137.28
1,75.62,249.03
1,72.64,219.29
2,63.61,141.99
2,61.34,113.95
2,65.34,150.07
1,66.66,148.08
2,63.65,118.96
1,69.69,222.56
2,65.88,175.66
2,62.92,179.91
2,67.40,148.17
1,67.91,149.97
1,68.69,205.68
1,70.34,160.57
2,63.79,115.15
2,68.18,200.48
1,75.18,195.62
2,67.78,173.31
2,64.24,117.05
2,67.79,191.34
1,70.46,213.79
1,66.99,154.32
1,66.64,199.52
1,71.59,172.06
1,75.60,233.23
1,71.71,215.28
2,58.77,168.32
2,59.89,114.78
2,67.51,142.13
2,63.94,128.55
2,63.18,202.31
2,68.80,241.16
2,67.24,137.10
2,70.83,119.83
1,70.55,141.61
1,70.85,223.33
1,66.63,158.97
1,71.76,190.86
2,64.73,211.18
1,66.69,201.52
2,63.48,165.57
2,63.33,164.35
2,59.41,254.27
1,72.66,200.70
2,66.87,158.67
1,70.20,231.49
1,66.15,151.29
2,62.99,160.18
2,68.69,142.23
1,63.60,237.28
2,63.22,220.53
2,63.96,138.60
2,61.47,117.68
1,73.76,211.52
1,75.76,215.64
2,62.31,126.89
2,59.65,136.73
2,59.04,152.52
2,63.59,147.58
2,68.39,157.23
2,64.47,146.91
2,56.85,170.95
1,70.10,205.58
1,68.49,205.29
1,72.22,206.48
2,62.05,199.32
1,68.14,200.43
2,60.70,119.78
2,65.54,126.05
2,64.05,131.54
2,57.19,121.58
2,58.99,183.42
1,72.42,190.78
1,70.71,170.78
2,60.67,158.85
1,68.32,200.94
1,66.97,153.40
2,65.70,107.11
1,76.60,195.35
2,62.82,189.67
2,58.51,157.29
2,69.77,219.86
2,69.06,158.80
2,64.27,181.21
1,72.91,253.43
2,67.13,130.04
2,67.62,182.61
1,72.49,199.93
1,66.18,181.44
1,68.33,214.96
2,65.36,129.92
1,59.61,190.93
1,68.35,202.27
2,65.55,162.78
1,70.66,179.30
2,64.64,144.45
2,62.20,169.95
2,59.67,182.05
2,68.44,167.27
1,72.98,220.28
1,73.19,189.47
2,61.13,129.59
2,63.71,174.75
2,64.28,175.99
1,64.77,148.51
2,61.92,271.22
2,65.99,144.99
1,64.87,202.00
1,67.91,168.42
1,73.00,209.48
2,62.03,172.42
2,68.08,190.27
2,64.76,198.71
2,69.54,218.73
1,70.69,290.96
2,66.27,136.04
1,75.62,220.59
2,60.20,168.18
1,73.93,184.81
1,72.91,147.69
2,63.84,175.12
1,69.64,200.90
1,68.86,184.82
1,63.82,158.60
2,61.69,149.79
1,73.64,182.48
2,63.50,169.87
2,66.84,139.89
2,69.09,144.76
1,70.63,179.97
2,60.62,189.25
1,70.03,184.52
1,73.27,212.49
1,72.52,248.48
1,70.86,182.98
2,71.13,201.49
2,58.46,107.34
2,60.79,107.68
2,66.55,129.66
2,63.91,205.73
2,69.24,108.58
2,63.93,152.09
2,66.56,195.62
1,69.83,277.73
2,61.53,141.30
2,66.18,165.76
1,67.64,168.88
1,72.67,238.42
1,74.75,209.49
1,68.82,162.11
1,69.27,134.06
1,77.40,252.15
2,62.47,106.13
1,65.12,249.07
2,63.73,165.53
2,72.28,123.93
2,62.17,160.86
1,72.98,143.56
1,64.82,255.39
2,65.00,166.41
1,72.84,158.18
2,63.11,124.53
2,64.87,244.02
2,65.34,120.92
1,71.29,168.19
2,59.00,203.57
1,72.02,242.17
1,69.92,181.88
1,72.53,237.25
2,64.23,152.77
2,69.39,157.29
2,60.70,168.28
2,68.42,186.95
2,65.94,184.76
1,69.85,200.03
1,68.87,191.06
2,67.67,172.60
2,64.51,149.53
2,64.15,144.66
2,67.09,136.83
2,59.96,199.59
2,64.36,145.73
1,75.30,191.86
2,63.97,127.60
1,69.74,179.72
2,67.87,181.91
1,73.17,202.31
1,67.30,143.91
1,71.30,217.41
2,66.91,147.11
1,66.30,209.49
1,68.92,208.94
2,62.06,171.34
1,65.74,151.15
2,63.61,143.32
1,64.51,200.56
2,66.40,175.59
1,72.74,203.98
2,66.44,143.94
2,70.19,148.30
1,73.45,128.88
2,62.07,114.96
2,61.98,146.24
2,60.14,184.10
2,64.42,111.18
2,57.99,144.12
2,66.89,221.61
1,64.23,173.59
1,69.97,188.00
2,65.29,151.93
1,73.15,195.10
1,74.50,195.37
1,71.73,207.57
1,68.59,199.68
2,66.62,131.81
1,73.27,190.27
1,73.22,238.67
1,65.60,247.11
2,64.91,141.07
2,60.04,157.63
1,71.77,207.99
1,70.94,220.64
1,69.45,165.38
2,64.31,228.35
1,71.67,174.53
1,70.52,200.86
2,62.73,158.31
1,72.16,179.19
1,75.73,248.22
1,66.64,151.44
1,69.22,210.49
1,73.55,224.01
1,75.20,261.14
1,68.08,190.11
1,66.18,149.26
1,69.53,161.99
1,66.75,172.48
1,69.77,189.65
2,66.00,127.90
2,60.85,130.60
1,65.17,151.13
1,65.95,193.80
1,63.36,160.02
2,67.40,171.46
1,71.31,235.11
2,63.30,138.52
1,72.38,166.37
2,68.80,159.10
1,71.11,161.10
2,61.88,135.38
2,65.25,133.36
2,59.19,158.87
2,69.96,178.15
2,62.33,148.11
2,67.84,140.77
1,71.21,279.33
1,72.08,163.31
1,71.20,178.35
1,70.35,170.19
2,64.21,166.78
2,60.60,132.97
2,65.51,167.98
1,71.16,202.19
1,70.54,195.53
2,58.86,123.36
2,61.66,174.57
2,63.62,148.82
1,70.55,162.06
1,74.17,179.63
2,68.61,129.68
2,60.95,171.72
1,66.32,268.64
2,71.66,165.48
1,67.96,137.04
2,63.73,228.30
2,59.89,119.79
2,58.41,148.18
2,61.70,149.72
2,65.55,187.15
1,72.34,298.44
2,63.19,128.64
2,69.43,189.76
1,59.75,150.09
1,68.47,174.34
1,68.02,212.95
1,75.87,160.30
2,62.84,131.07
1,69.56,182.80
1,67.25,170.27
2,63.28,168.19
2,61.77,149.36
1,66.01,250.57
1,74.91,210.43
1,77.97,206.54
2,63.96,175.07
1,71.33,203.37
1,72.36,241.62
2,62.82,234.11
2,60.60,145.91
1,74.96,214.05
2,63.89,125.06
2,64.04,173.52
1,74.63,175.09
1,71.61,210.46
1,67.65,189.69
1,65.65,179.83
2,62.50,115.08
2,67.44,136.39
2,57.49,140.38
1,73.25,216.10
2,67.34,142.03
2,62.15,133.19
1,75.71,207.88
2,60.40,118.68
1,73.91,166.87
2,67.22,124.93
2,67.72,159.58
1,68.86,248.96
2,61.70,163.29
1,74.83,241.25
1,75.46,239.91
2,66.58,115.03
1,66.13,179.82
2,68.10,189.94
2,64.17,171.11
1,65.76,189.87
1,68.89,179.05
1,74.34,165.04
1,67.50,148.08
1,72.64,155.20
1,70.00,170.00
1,72.77,159.24
1,60.89,161.69
1,65.06,134.97
2,62.89,155.84
1,68.01,170.17
2,68.02,141.91
2,64.80,149.27
1,68.69,181.61
1,62.43,228.14
1,69.25,164.22
2,62.87,139.56
1,62.60,188.98
1,70.46,217.54
2,63.67,179.31
2,64.53,237.66
1,70.21,167.99
1,70.84,205.78
1,70.90,190.62
1,67.98,180.24
2,67.85,127.67
2,71.42,182.06
2,64.19,113.74
1,59.22,179.10
1,70.55,274.11
2,62.24,150.09
2,63.78,146.42
2,64.66,115.42
1,71.54,220.86
1,72.12,239.88
1,67.59,210.04
2,62.99,138.51
2,62.57,175.40
1,76.18,207.72
1,66.72,190.72
1,68.52,197.43
2,62.62,128.81
1,65.35,277.13
1,66.99,165.18
1,67.34,203.08
1,72.13,207.93
2,64.40,167.81
2,64.87,146.99
2,67.37,180.25
2,67.72,169.49
1,71.34,157.97
2,62.26,198.24
2,69.08,170.98
1,71.99,236.23
1,68.40,138.78
2,62.83,124.18
2,65.89,170.45
1,69.61,160.41
2,59.92,140.86
2,64.33,191.38
1,70.11,219.38
1,69.07,180.25
1,69.57,172.40
2,63.30,199.57
1,67.15,178.50
1,74.23,276.00
1,64.10,178.16
1,71.52,164.72
2,68.06,110.91
1,66.30,151.29
1,71.90,207.59
2,56.99,142.89
1,73.68,241.40
2,62.37,195.05
1,77.57,210.21
2,59.84,142.38
2,64.79,207.54
1,72.89,185.67
2,64.90,250.42
2,57.84,159.52
1,68.63,150.24
1,66.33,159.41
1,69.19,175.71
1,73.85,186.21
2,66.64,200.88
2,65.57,227.75
1,65.62,147.64
1,76.42,286.58
1,65.01,158.73
1,66.81,187.23
2,64.90,184.37
1,70.80,214.76
1,63.41,147.81
2,68.18,212.01
2,63.84,189.65
1,67.06,165.06
2,64.71,139.52
1,74.65,179.91
1,72.16,165.70
1,71.85,193.39
1,64.49,172.75
1,70.87,176.18
2,68.68,172.37
1,72.46,191.92
1,72.36,245.32
2,66.05,183.19
2,61.62,153.22
2,63.70,192.38
2,62.40,148.33
1,71.17,219.36
2,62.08,186.09
2,61.40,172.64
2,66.58,138.53
2,64.80,155.77
1,72.33,150.11
2,68.69,174.24
2,61.88,127.08
2,65.31,126.57
2,67.90,166.90
2,61.50,139.49
2,61.95,161.07
2,64.14,149.72
1,69.68,191.42
2,62.47,147.35
2,58.82,124.53
2,59.84,115.47
2,69.19,160.56
2,59.51,173.05
1,68.93,150.82
2,72.03,150.35
1,71.77,184.33
2,65.59,138.48
2,60.37,143.84
1,70.88,196.01
2,69.70,219.38
2,69.96,133.17
2,61.26,136.82
2,67.42,165.65
1,66.60,153.75
2,65.34,152.37
2,70.48,222.09
2,71.71,187.73
1,66.64,152.82
2,67.90,136.03
2,61.23,122.78
2,63.26,129.52
1,66.41,174.80
1,68.92,190.22
2,63.25,123.33
2,65.76,141.48
2,66.86,139.36
1,69.74,161.21
2,65.43,156.97
2,67.65,160.96
1,76.91,234.95
2,64.13,113.01
1,73.37,196.99
2,68.93,175.74
2,67.78,170.29
2,66.07,166.32
2,60.52,110.99
1,76.74,208.93
1,69.98,169.04
1,68.03,200.91
2,68.74,147.46
2,58.63,115.33
2,64.43,144.49
2,61.82,172.19
1,66.14,239.17
1,73.18,196.47
1,67.33,181.37
2,67.74,261.13
2,65.59,112.11
1,74.56,176.03
1,71.24,224.35
2,61.56,188.43
2,64.00,147.63
2,60.12,148.24
1,67.54,192.31
2,59.86,125.04
1,70.59,195.63
1,70.21,199.96
2,59.96,132.85
2,62.30,149.45
2,63.82,248.13
2,62.84,143.50
1,70.51,161.62
1,68.68,217.08
2,60.07,133.51
2,67.44,158.32
2,66.46,160.72
1,70.33,185.94
2,60.87,138.32
2,64.06,163.49
2,62.80,149.95
1,69.18,231.55
1,70.19,179.77
2,59.72,171.25
2,65.55,260.88
2,59.30,120.69
1,65.83,149.47
2,65.05,139.17
1,72.17,171.48
1,70.36,219.41
2,64.17,231.80
2,65.24,182.04
1,69.96,163.02
2,63.88,221.23
2,66.64,187.21
2,59.89,151.78
1,66.77,140.31
2,68.40,146.35
1,63.47,134.50
2,71.97,114.82
1,70.63,205.01
1,64.38,159.77
1,73.04,194.91
1,67.47,293.79
2,64.97,168.37
2,65.82,134.85
1,73.28,211.70
2,63.10,129.09
2,64.07,166.56
1,70.37,129.71
1,72.76,249.25
2,65.04,159.00
2,60.66,124.03
1,67.46,217.13
2,60.54,123.54
1,71.84,177.94
2,68.58,236.18
1,66.25,200.93
2,64.75,174.45
2,61.51,180.25
2,59.99,135.15
2,62.14,120.72
1,67.03,168.98
1,70.36,201.89
2,65.17,154.27
2,60.58,163.85
2,65.84,227.09
1,67.69,145.34
1,62.55,153.10
1,68.45,135.20
2,65.11,174.55
1,75.14,210.90
1,70.85,198.99
1,76.31,195.14
2,70.20,190.38
2,59.60,125.07
1,64.93,162.16
1,70.91,164.55
1,69.98,209.48
1,68.43,135.90
2,62.79,149.13
1,68.94,160.12
2,65.91,127.47
1,64.66,145.41
2,67.77,134.01
2,61.04,142.70
1,76.27,232.47
1,68.80,148.61
2,62.15,128.44
1,62.32,168.31
2,61.85,131.01
2,60.62,113.08
2,60.27,133.16
2,65.34,163.28
1,74.05,222.89
2,66.63,169.90
2,65.01,135.66
1,66.51,150.25
2,64.93,212.95
2,73.03,202.87
2,65.19,114.68
1,67.30,183.39
2,63.69,167.53
2,62.66,136.99
2,59.98,111.56
